 CRITICAL | 2023-10-18, 07:25:50 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-18, 07:41:54 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-18, 07:45:21 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-18, 07:45:47 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-18, 07:46:17 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-18, 07:46:39 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-18, 07:47:06 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-18, 07:48:20 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-18, 07:50:17 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-18, 07:52:50 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-18, 08:33:59 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-18, 08:37:51 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-18, 08:41:24 > Unrecognized field: PaymentApi\Models\PaymentMethods::$payment_method_name | [] []
 CRITICAL | 2023-10-18, 08:43:19 > Unrecognized field: PaymentApi\Models\PaymentMethods::$payment_method_name | [] []
 CRITICAL | 2023-10-18, 08:55:30 > Unrecognized field: PaymentApi\Models\PaymentMethods::$payment_method_name | [] []
 CRITICAL | 2023-10-18, 08:57:17 > Unrecognized field: PaymentApi\Models\PaymentMethods::$payment_method_name | [] []
 CRITICAL | 2023-10-18, 09:00:59 > Unrecognized field: PaymentApi\Models\PaymentMethods::$payment_method_name | [] []
 CRITICAL | 2023-10-18, 09:11:49 > Unrecognized field: PaymentApi\Models\PaymentMethods::$payment_method_name | [] []
 CRITICAL | 2023-10-18, 10:14:20 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-18, 10:17:33 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
